card_name,product_id,set_code,set_name,rarity,product_line
Danger! Chupacabra!,170761,CYHO-EN084,Cybernetic Horizon,Effect Monster,yugioh
Earthbound Fusion,651719,MP25-EN320,2025 Mega-Pack,Quick-Play Spell,yugioh
The Light - Hex-Sealed Fusion,25942,DR3-EN147,Dark Revelation Volume 3,Effect Monster,yugioh
Danger! Chupacabra!,197276,MP19-EN138,2019 Gold Sarcophagus Tin Mega Pack,Effect Monster,yugioh
Raidraptor - Fuzzy Lanius,122355,MP16-EN058,2016 Mega-Tins Mega Pack,Effect Monster,yugioh
Jack-In-The-Hand,248953,MP21-EN209,2021 Tin of Ancient Battles,Normal Spell,yugioh
Hanewata,28427,CSOC-EN034,Crossroads of Chaos,Tuner Monster,yugioh
Arcana Force XXI - The World (Secret Rare),543836,SGX4,Speed Duel GX: Midterm Destruction,Secret Rare,Yu-Gi-Oh
Raidraptor - Fuzzy Lanius,111867,WIRA-EN017,Wing Raiders,Effect Monster,yugioh
Earthbound Prisoner Line Walker,579749,MP24-EN275,25th Anniversary Tin: Dueling Mirrors,Tuner/Effect Monster,yugioh
Earthbound Prisoner Stone Sweeper,665466,PHRE-EN044,Phantom Revenge,Effect Monster,yugioh
Danger!? Jackalope?,197277,MP19-EN139,2019 Gold Sarcophagus Tin Mega Pack,Effect Monster,yugioh
Danger!? Jackalope?,218034,BLAR-EN088,Battles of Legend: Armageddon,Effect Monster,yugioh
Danger!? Jackalope?,170762,CYHO-EN085,Cybernetic Horizon,Effect Monster,yugioh
Meteonis Drytron,228666,GEIM-EN032,Genesis Impact,Ritual Spell,yugioh
Earthbound Prison,532258,MZMI-EN034,Maze of Millennia,Field Spell,yugioh
"Duamutef, Blessing of Horus",520396,AGOV-EN012,Age of Overlord,Effect Monster,yugioh
Condemned Darklord,210214,DUOV-EN006,Duel Overload,Link/Effect Monster,yugioh
Danger!? Jackalope?,651847,MP25-EN448,2025 Mega-Pack,Effect Monster,yugioh
Jack-In-The-Hand,645275,JUSH-EN054,Justice Hunters,Normal Spell,yugioh
"Qebehsenuef, Protection of Horus",672333,CH02-EN025,THE CHRONICLES DECK: Spirit Charmers (All-Foil Edition),Effect Monster,yugioh
Hanewata,156014,SR05-EN024,Structure Deck: Wave of Light,Tuner/Effect Monster,yugioh
Danger! Chupacabra!,516021,SDCK-EN023,Structure Deck: The Crimson King,Effect Monster,yugioh
"Amorphactor Pain, the Imagination Dracoverlord",232952,OP15-EN021,OTS Tournament Pack 15,Ritual/Effect Monster,yugioh
Earthbound Servant Geo Kraken,532247,MZMI-EN030,Maze of Millennia,Effect Fusion Monster,yugioh
Master Tao the Chanter,520421,AGOV-EN025,Age of Overlord,Effect Monster,yugioh
Hanewata,91671,AP05-EN016,Astral Pack 5,Tuner/Effect Monster,yugioh
Odd-Eyes Vortex Dragon,107677,DOCS-EN045,Dimension of Chaos,Fusion/Effect Monster,yugioh
Harmonic Synchro Fusion,532261,MZMI-EN035,Maze of Millennia,Normal Spell,yugioh
The Light - Hex-Sealed Fusion,79499,SDCR-EN017,Structure Deck: Cyber Dragon Revolution,Effect Monster,yugioh
The Light - Hex-Sealed Fusion,67062,LCYW-EN262,Legendary Collection 3: Yugi's World,Effect Monster,yugioh
Bonze Alone,200838,CHIM,Chaos Impact,Common,Yu-Gi-Oh
Protocol Gardna,200844,CHIM,Chaos Impact,Common,Yu-Gi-Oh
Earthbound Fusion,536434,PHNI-EN064,Phantom Nightmare,Quick-Play Spell,yugioh
Earthbound Servant Geo Gryphon,532255,MZMI-EN033,Maze of Millennia,Effect Synchro Monster,yugioh
Danger! Chupacabra!,651846,MP25-EN447,2025 Mega-Pack,Effect Monster,yugioh
Marincess Wonder Heart,200847,CHIM,Chaos Impact,Common,Yu-Gi-Oh
Earthbound Prisoner Line Walker,532246,MZMI-EN029,Maze of Millennia,Effect Tuner Monster,yugioh
Virtual World Shell - Jaja,226194,PHRA-EN042,Phantom Rage,Xyz/Effect Monster,yugioh
Earthbound Servant Geo Gremlina,520434,AGOV-EN031,Age of Overlord,Effect Fusion Monster,yugioh
"Duamutef, Blessing of Horus",579589,MP24-EN115,25th Anniversary Tin: Dueling Mirrors,Effect Monster,yugioh
Raidraptor - Fuzzy Lanius,102427,CORE-EN013,Clash of Rebellions,Effect Monster,yugioh
Jack-In-The-Hand,226219,PHRA-EN067,Phantom Rage,Normal Spell,yugioh
Muddy Mudragon,189436,DANE-EN081,Dark Neostorm,Synchro/Effect Monster,yugioh
Earthbound Prisoner Ground Keeper,579748,MP24-EN274,25th Anniversary Tin: Dueling Mirrors,Tuner/Effect Monster,yugioh
Master Tao the Chanter,665420,PHRE-EN012,Phantom Revenge,Effect Monster,yugioh
Earthbound Servant Geo Gremlina,579712,MP24-EN238,25th Anniversary Tin: Dueling Mirrors,Fusion/Effect Monster,yugioh
Danger! Chupacabra!,217709,SDSA-EN018,Structure Deck: Sacred Beasts,Effect Monster,yugioh
Danger!? Jackalope?,524925,RA01-EN013,25th Anniversary Rarity Collection,Effect Monster,yugioh
"Ryko, Lightsworn Hunter",57923,SDDC,Structure Deck: Dragons Collide,Common,Yu-Gi-Oh
Widespread Ruin (EU),214603,DOD,Dawn of Destiny Xbox,Super Rare,Yu-Gi-Oh
Chaos Zone,57924,SDDC,Structure Deck: Dragons Collide,Common,Yu-Gi-Oh
Kaiser Sea Horse,23208,SKE,Starter Deck: Kaiba Evolution,Ultra Rare,Yu-Gi-Oh
Burst Stream of Destruction,57925,SDDC,Structure Deck: Dragons Collide,Common,Yu-Gi-Oh
Superheavy Samurai Magnet,122476,MP16-EN179,2016 Mega-Tins Mega Pack,Effect Monster,yugioh
Superheavy Samurai Ninja Sarutobi,124740,INOV-EN042,Invasion: Vengeance,Synchro/Effect Monster,yugioh
Destiny HERO - Plasma,57977,RYMP-EN036,Ra Yellow Mega Pack,Effect Monster,yugioh
Will of the Salamangreat,178093,SOFU-EN053,Soul Fusion,Continuous Spell,yugioh
Destiny HERO - Plasma,26358,CT04-EN003,2007 Collectors Tin,Effect monster,yugioh
Fire Recovery,579600,MP24-EN126,25th Anniversary Tin: Dueling Mirrors,Normal Spell,yugioh
Therion Discolosseum,514618,MP23-EN091,25th Anniversary Tin: Dueling Heroes Mega Pack,Field Spell,yugioh
Therion Discolosseum,271742,DIFO-EN053,Dimension Force,Field Spell,yugioh
Destiny HERO - Dark Angel,125261,DESO-EN005,Destiny Soldiers,Effect Monster,yugioh
Gatchiri @Ignister,213393,ETCO-EN097,Eternity Code,Effect Monster,yugioh
Gatchiri @Ignister,249130,MP21-EN093,2021 Tin of Ancient Battles,Effect Monster,yugioh
Danmari @Ignister,284985,MP22-EN062,2022 Tin of the Pharaoh's Gods,Effect Monster,yugioh
"Number 23: Lancelot, Dark Knight of the Underworld",104733,YZ07-EN001,Yu-Gi-Oh! ZEXAL Manga Promotional Cards,Xyz/Effect Monster,yugioh
"Therion ""Bull"" Ain",271642,DIFO-EN003,Dimension Force,Effect Monster,yugioh
Danmari @Ignister,239465,LIOV-EN011,Lightning Overdrive,Effect Monster,yugioh
Destiny HERO - Plasma,56789,LCGX-EN134,Legendary Collection 2,Effect Monster,yugioh
"Therion ""Duke"" Yul",271644,DIFO-EN005,Dimension Force,Effect Monster,yugioh
"Therion ""Bull"" Ain",514748,MP23-EN059,25th Anniversary Tin: Dueling Heroes Mega Pack,Effect Monster,yugioh
"Therion ""Lily"" Borea",271645,DIFO-EN006,Dimension Force,Effect Monster,yugioh
Salamangreat Meer,177964,SOFU-EN002,Soul Fusion,Effect Monster,yugioh
Mathmech Subtraction,203843,MYFI-EN004,Mystic Fighters,Effect Monster,yugioh
FA.I.ghting Spirit,256332,BROL-EN041,Brothers of Legend,Normal Spell,yugioh
"Therion ""Bull"" Ain",451038,MAMA-EN060,Magnificent Mavens,Effect Monster,yugioh
Salamangreat Meer,197298,MP19-EN153,2019 Gold Sarcophagus Tin Mega Pack,Effect Monster,yugioh
Destiny HERO - Dystopia,125260,DESO-EN004,Destiny Soldiers,Fusion/Effect Monster,yugioh
Unchained Soul of Disaster,200816,CHIM-EN010,Chaos Impact,Effect Monster,yugioh
Elemental HERO Stratos (Starlight Rare),252652,BODE,Burst of Destiny,Starlight Rare,Yu-Gi-Oh
Salamangreat Meer,184751,SDSB-EN007,Structure Deck: Soulburner,Effect Monster,yugioh
Destiny HERO - Plasma,253912,MGED-EN007,Maximum Gold: El Dorado,Effect Monster,yugioh
Diabolantis the Menacing Mantis,480363,PHHY-EN083,Photon Hypernova,Effect Synchro Monster,yugioh
Destiny HERO - Plasma,125268,DESO-EN012,Destiny Soldiers,Effect Monster,yugioh
"Number 23: Lancelot, Dark Knight of the Underworld",114447,BOSH-ENSE2,Breakers of Shadow,Xyz/Effect Monster,yugioh
A.I.dle Reborn,249007,MP21-EN023,2021 Tin of Ancient Battles,Quick-Play Spell,yugioh
Will of the Salamangreat,184770,SDSB-EN026,Structure Deck: Soulburner,Continuous Spell,yugioh
Mathmech Addition,269519,GFP2-EN117,Ghosts From the Past: The 2nd Haunting,Effect Monster,yugioh
A.I.dle Reborn,207935,IGAS-EN052,Ignition Assault,Quick-Play Spell,yugioh
Superheavy Samurai Ninja Sarutobi,141639,MP17-EN149,2017 Mega-Tins Mega Pack,Synchro/Effect Monster,yugioh
"Therion ""Duke"" Yul",451039,MAMA-EN061,Magnificent Mavens,Effect Monster,yugioh
Doshin @Ignister,207885,IGAS-EN006,Ignition Assault,Effect Monster,yugioh
Will of the Salamangreat,509978,LD10-EN049,Legendary Duelists: Soulburning Volcano,Continuous Spell,yugioh
Mathmech Addition,203841,MYFI-EN003,Mystic Fighters,Effect Monster,yugioh
Superheavy Samurai Monk Big Benkei,493829,CYAC-EN007,Cyberstorm Access,Effect Pendulum Monster,yugioh
Superheavy Samurai Soulgaia Booster,579812,MP24-EN338,25th Anniversary Tin: Dueling Mirrors,Effect Monster,yugioh
Geomathmech Final Sigma,269536,GFP2-EN134,Ghosts From the Past: The 2nd Haunting,Synchro/Effect Monster,yugioh
Destiny HERO - Plasma,266137,SGX1-ENB01,Speed Duel GX: Duel Academy Box,Effect Monster,yugioh
Destiny HERO - Dark Angel,266162,SGX1-ENB09,Speed Duel GX: Duel Academy Box,Effect Monster,yugioh
"Therion ""Duke"" Yul",514751,MP23-EN061,25th Anniversary Tin: Dueling Heroes Mega Pack,Effect Monster,yugioh
Superheavy Samurai Prodigy Wakaushi,493828,CYAC-EN006,Cyberstorm Access,Effect Tuner Pendulum Monster,yugioh
Will of the Salamangreat,197490,MP19-EN196,2019 Gold Sarcophagus Tin Mega Pack,Continuous Spell,yugioh
Destiny HERO - Dark Angel,177596,LEHD-ENA09,Legendary Hero Decks,Effect Monster,yugioh
Hiyari @Ignister,207884,IGAS-EN005,Ignition Assault,Effect Monster,yugioh
Destiny HERO - Plasma,177588,LEHD-ENA02,Legendary Hero Decks,Effect Monster,yugioh
Unchained Soul of Disaster,220878,MP20-EN154,2020 Tin of Lost Memories,Effect Monster,yugioh
Salamangreat Heatleo,509845,LD10-EN011,Legendary Duelists: Soulburning Volcano,Effect Link Monster,yugioh
Geomathmech Final Sigma,203850,MYFI-EN008,Mystic Fighters,Synchro/Effect Monster,yugioh
"Therion ""Lily"" Borea",514752,MP23-EN062,25th Anniversary Tin: Dueling Heroes Mega Pack,Effect Monster,yugioh
Will of the Salamangreat,193659,BLHR-EN073,Battles of Legend: Hero's Revenge,Continuous Spell,yugioh
Shadow Spell,23209,SKE,Starter Deck: Kaiba Evolution,Super Rare,Yu-Gi-Oh
Transaction Rollback (Quarter Century Secret Rare),627262,RA04,Quarter Century Stampede,Quarter Century Secret Rare,Yu-Gi-Oh
Ultimate Tyranno (Secret Rare),543838,SGX4,Speed Duel GX: Midterm Destruction,Secret Rare,Yu-Gi-Oh
Superheavy Samurai Scales,105285,MP15-EN133,2015 Mega-Tins Mega Pack,Effect Monster,yugioh
Gear Gigant X,77330,CT10-EN017,2013 Collectors Tins,Xyz/Effect Monster,yugioh
Marincess Crystal Heart,220924,MP20-EN170,2020 Tin of Lost Memories,Link/Effect Monster,yugioh
Marincess Blue Tang,200810,CHIM-EN004,Chaos Impact,Effect Monster,yugioh
Superheavy Samurai Stealthy,579811,MP24-EN337,25th Anniversary Tin: Dueling Mirrors,Effect Monster,yugioh
Marincess Sea Horse,220819,MP20-EN102,2020 Tin of Lost Memories,Effect Monster,yugioh
Marincess Pascalus,274759,LED9-EN039,Legendary Duelists: Duels From the Deep,Effect Monster,yugioh
Marincess Sea Angel,274771,LED9-EN040,Legendary Duelists: Duels From the Deep,Link/Effect Monster,yugioh
Marincess Great Bubble Reef,213304,ETCO-EN054,Eternity Code,Link/Effect Monster,yugioh
Ultimate Conductor Tyranno,253920,MGED-EN014,Maximum Gold: El Dorado,Effect Monster,yugioh
Marincess Aqua Argonaut,274803,LED9-EN034,Legendary Duelists: Duels From the Deep,Effect Monster,yugioh
Marincess Battle Ocean,198445,RIRA-ENSE2,Rising Rampage,Field Spell,yugioh
Marincess Sea Angel,220927,MP20-EN172,2020 Tin of Lost Memories,Link/Effect Monster,yugioh
Marincess Pascalus,249033,MP21-EN038,2021 Tin of Ancient Battles,Effect Monster,yugioh
Gear Gigant X,227557,MAGO-EN131,Maximum Gold,Xyz/Effect Monster,yugioh
Marincess Sea Angel,198447,RIRA-ENSE4,Rising Rampage,Link/Effect Monster,yugioh
Marincess Sea Angel,200848,CHIM-EN042,Chaos Impact,Link/Effect Monster,yugioh
Number 84: Pain Gainer,115794,PGL3-EN010,Premium Gold: Infinite Gold,Xyz/Effect Monster,yugioh
Superheavy Samurai Wagon,249124,MP21-EN089,2021 Tin of Ancient Battles,Effect Monster,yugioh
Ultimate Conductor Tyranno,497862,WISU-EN009,Wild Survivors,Effect Monster,yugioh
Marincess Blue Slug,220840,MP20-EN118,2020 Tin of Lost Memories,Link/Effect Monster,yugioh
Marincess Wave,274782,LED9-EN045,Legendary Duelists: Duels From the Deep,Normal Trap,yugioh
Superheavy Samurai Soulpiercer,105389,MP15-EN199,2015 Mega-Tins Mega Pack,Effect Monster,yugioh
Superheavy Samurai Scales,94525,NECH-EN009,The New Challengers,Effect Monster,yugioh
Superheavy Samurai Soulpiercer,95520,SECE-EN009,Secrets of Eternity,Effect Monster,yugioh
Marincess Coral Triangle,274801,LED9-EN033,Legendary Duelists: Duels From the Deep,Effect Monster,yugioh
Dinomorphia Sonic,262339,BACH-EN072,Battle of Chaos,Counter Trap,yugioh
Marincess Battle Ocean,220941,MP20-EN181,2020 Tin of Lost Memories,Field Spell,yugioh
Superheavy Samurai Motorbike,524381,OP23-EN006,OTS Tournament Pack 23,Effect Tuner Monster,yugioh
Marincess Marbled Rock,220842,MP20-EN120,2020 Tin of Lost Memories,Link/Effect Monster,yugioh
Odd-Eyes Arcray Dragon,520431,AGOV-EN030,Age of Overlord,Effect Fusion Pendulum Monster,yugioh
Aratama,500419,BLMR-EN055,Battles of Legend: Monstrous Revenge,Spirit Monster,yugioh
Marincess Marbled Rock,194650,RIRA-EN042,Rising Rampage,Link/Effect Monster,yugioh
Marincess Blue Slug,194648,RIRA-EN040,Rising Rampage,Link/Effect Monster,yugioh
Marincess Great Bubble Reef,249097,MP21-EN071,2021 Tin of Ancient Battles,Link/Effect Monster,yugioh
Marincess Sea Horse,274769,LED9-EN038,Legendary Duelists: Duels From the Deep,Effect Monster,yugioh
Superheavy Samurai Wagon,213388,ETCO-EN092,Eternity Code,Effect Monster,yugioh
Marincess Crystal Heart,200846,CHIM-EN040,Chaos Impact,Link/Effect Monster,yugioh
Marincess Blue Tang,220874,MP20-EN149,2020 Tin of Lost Memories,Effect Monster,yugioh
Marincess Wave,194676,RIRA-EN068,Rising Rampage,Normal Trap,yugioh
Gear Gigant X,60196,REDU-EN046,Return of the Duelist,Xyz/Effect Monster,yugioh
Marincess Dive,274804,LED9-EN035,Legendary Duelists: Duels From the Deep,Normal Spell,yugioh
Marincess Sea Horse,194611,RIRA-EN003,Rising Rampage,Effect Monster,yugioh
Marincess Wave,220858,MP20-EN133,2020 Tin of Lost Memories,Normal Trap,yugioh
Ultimate Conductor Tyranno,130111,SR04-EN001,Structure Deck: Dinosmasher's Fury,Effect Monster,yugioh
Marincess Basilalima,213302,ETCO-EN006,Eternity Code,Effect Monster,yugioh
Marincess Battle Ocean,274780,LED9-EN044,Legendary Duelists: Duels From the Deep,Field Spell,yugioh
Marincess Battle Ocean,200859,CHIM-EN053,Chaos Impact,Field Spell,yugioh
Marincess Pascalus,207977,IGAS-EN093,Ignition Assault,Effect Monster,yugioh
Fairy Meteor Crush,23714,DB1,Dark Beginning 1,Rare,Yu-Gi-Oh
Aratama,72406,SHSP-EN035,Shadow Specters,Effect Monster,yugioh
Marincess Basilalima,249049,MP21-EN047,2021 Tin of Ancient Battles,Effect Monster,yugioh
Marincess Mandarin,200808,CHIM-EN002,Chaos Impact,Effect Monster,yugioh
Superheavy Samurai Stealthy,493823,CYAC-EN004,Cyberstorm Access,Effect Monster,yugioh
Gear Gigant X,93551,SDGR-EN035,Structure Deck: Geargia Rampage,Xyz/Effect Monster,yugioh
Marincess Mandarin,220872,MP20-EN147,2020 Tin of Lost Memories,Effect Monster,yugioh
Marincess Marbled Rock,274810,LED9-EN054,Legendary Duelists: Duels From the Deep,Link/Effect Monster,yugioh
Inferno Fire Blast,57926,SDDC,Structure Deck: Dragons Collide,Common,Yu-Gi-Oh
Royal Decree (Quarter Century Secret Rare),627298,RA04,Quarter Century Stampede,Quarter Century Secret Rare,Yu-Gi-Oh
Babycerasaurus (Platinum Secret Rare),627334,RA04,Quarter Century Stampede,Platinum Secret Rare,Yu-Gi-Oh
R-Genex Crusher,38708,HA03,Hidden Arsenal 3,Super Rare,Yu-Gi-Oh
Angelica's Angelic Ring,520542,AGOV-EN065,Age of Overlord,Equip Spell,yugioh
Infernoble Knight Captain Roland,249126,MP21-EN126,2021 Tin of Ancient Battles,Synchro/Tuner/Effect,yugioh
Infernoble Knight Turpin,579686,MP24-EN212,25th Anniversary Tin: Dueling Mirrors,Effect Monster,yugioh
Pot of Avarice,212671,SR10-EN031,Structure Deck: Mechanized Madness,Normal Spell,yugioh
Pot of Avarice,241931,EGS1-EN026,Egyptian God Deck: Slifer the Sky Dragon,Normal Spell,yugioh
Infernoble Knight Emperor Charles,249123,MP21-EN127,2021 Tin of Ancient Battles,Synchro/Effect Monster,yugioh
Infernoble Knight Turpin,504738,DUNE-EN014,Duelist Nexus,Effect Monster,yugioh
Pot of Avarice,488164,TBC1-EN003,The Pot Collection,Normal Spell,yugioh
Immortal Phoenix Gearfried,215388,TOCH-EN012,Toon Chaos,Effect Monster,yugioh
"""Infernoble Arms - Almace""",504871,DUNE-EN056,Duelist Nexus,Equip Spell,yugioh
Infernoble Knight Captain Roland,218917,ROTD-EN041,Rise of the Duelist,Synchro/Tuner/Effect Monster,yugioh
"""Infernoble Arms - Joyeuse""",249094,MP21-EN138,2021 Tin of Ancient Battles,Equip Spell,yugioh
Infernoble Knight Maugis,249154,MP21-EN111,2021 Tin of Ancient Battles,Effect Monster,yugioh
"""Infernoble Arms - Joyeuse""",218952,ROTD-EN055,Rise of the Duelist,Equip Spell,yugioh
Pot of Avarice,208994,SDSH-EN031,Structure Deck: Shaddoll Showdown,Normal Spell,yugioh
Noble Arms Museum,504873,DUNE-EN057,Duelist Nexus,Field Spell,yugioh
Infernoble Knight Emperor Charles,218918,ROTD-EN042,Rise of the Duelist,Synchro/Effect Monster,yugioh
Pot of Avarice,80705,DR04-EN097,Dark Revelation Volume 4,Normal Spell,yugioh
Immortal Phoenix Gearfried,477647,AMDE-EN049,Amazing Defenders,Effect Monster,yugioh
Beckoned by the World Chalice,139184,COTD-EN020,Code of the Duelist,Normal Monster,yugioh
Pot of Avarice,24592,EEN-EN037,Elemental Energy,Normal Spell,yugioh
Cyber Repair Plant,250377,SDCS,Structure Deck: Cyber Strike,Common,Yu-Gi-Oh
Infernoble Knight - Renaud,215386,TOCH-EN011,Toon Chaos,Effect Monster,yugioh
Infernoble Knight Ogier,249151,MP21-EN109,2021 Tin of Ancient Battles,Effect Monster,yugioh
Heritage of the Chalice,197516,MP19-EN224,2019 Gold Sarcophagus Tin Mega Pack,Normal Spell,yugioh
Raidraptor - Final Fortress Falcon,136804,BLLR-EN015,Battles of Legend: Light's Revenge,Xyz/Effect Monster,yugioh
Infernoble Knight Ricciardetto,504736,DUNE-EN013,Duelist Nexus,Effect Tuner Monster,yugioh
"Snoww, Unlight of Dark World",454881,SR13-EN044,Structure Deck: Dark World,Effect Monster,yugioh
Angelica's Angelic Ring,579714,MP24-EN240,25th Anniversary Tin: Dueling Mirrors,Equip Spell,yugioh
Battlin' Boxer Uppercutter,509913,LD10-EN032,Legendary Duelists: Soulburning Volcano,Effect Monster,yugioh
"Angelica, Princess of Noble Arms",504816,DUNE-EN040,Duelist Nexus,Effect Synchro Monster,yugioh
Infernoble Knight Ogier,218889,ROTD-EN013,Rise of the Duelist,Effect Monster,yugioh
Pot of Avarice,543811,SGX4-END12,Speed Duel GX: Midterm Destruction,Normal Spell,yugioh
Infernoble Knight Captain Roland,232930,OP15-EN010,OTS Tournament Pack 15,Synchro/Tuner/Effect Monster,yugioh
Pot of Avarice,242001,EGO1-EN026,Egyptian God Deck: Obelisk the Tormentor,Normal Spell,yugioh
Emperor Charles the Great,579574,MP24-EN100,25th Anniversary Tin: Dueling Mirrors,Link/Effect Monster,yugioh
Pot of Avarice,71713,LCJW-EN290,Legendary Collection 4: Joey's World,Normal Spell,yugioh
Emperor Charles the Great,504848,DUNE-EN048,Duelist Nexus,Effect Link Monster,yugioh
Noble Arms Museum,579576,MP24-EN102,25th Anniversary Tin: Dueling Mirrors,Field Spell,yugioh
Infernoble Knight - Renaud,477632,AMDE-EN038,Amazing Defenders,Effect Monster,yugioh
Battlin' Boxer Sparrer,68115,LTGY-EN018,Lord of the Tachyon Galaxy,Effect Monster,yugioh
Awakening of the Possessed - Greater Inari Fire,224971,SDCH-EN006,Structure Deck: Spirit Charmers,Effect Monster,yugioh
World Legacy Succession,166366,FLOD-EN058,Flames of Destruction,Normal Spell,yugioh
Formula Synchron (Quarter Century Secret Rare),627359,RA04,Quarter Century Stampede,Quarter Century Secret Rare,Yu-Gi-Oh
Beckoned by the World Chalice,174935,MP18-EN046,2018 Mega-Tins Mega Pack,Normal Monster,yugioh
Pot of Avarice,25584,SD10-EN030,Structure Deck: Machine Re-Volt,Normal Spell,yugioh
Infernoble Knight Emperor Charles,505918,OP22-EN019,OTS Tournament Pack 22,Effect Synchro Monster,yugioh
Humid Winds,102493,CORE-EN074,Clash of Rebellions,Normal Trap,yugioh
World Legacy Succession,197132,MP19-EN038,2019 Gold Sarcophagus Tin Mega Pack,Normal Spell,yugioh
Pot of Avarice,47593,GLD4-EN040,Gold Series 4: Pyramids Edition,Normal Spell,yugioh
Lullaby of Obedience,542327,KC01-EN044,25th Anniversary Ultimate Kaiba Set,Normal Spell,yugioh
Blue-Eyes White Dragon,25162,SKE-001,Starter Deck: Kaiba Evolution,Normal Monster,yugioh
Pot of Avarice,78030,AP02-EN019,Astral Pack 2,Normal Spell,yugioh
Pot of Avarice,32840,SDZW-EN026,Structure Deck: Zombie World,Normal Spell,yugioh
The Flute of Summoning Dragon,57927,SDDC,Structure Deck: Dragons Collide,Common,Yu-Gi-Oh
Pot of Avarice,26066,CP01-EN011,Champion Pack 1,Normal Spell,yugioh
Lullaby of Obedience,122948,DPRP-EN009,Duelist Pack: Rivals of the Pharaoh,Normal Spell,yugioh
Infernoble Knight - Roland,215391,TOCH-EN014,Toon Chaos,Effect Monster,yugioh
A Wingbeat of Giant Dragon,57928,SDDC,Structure Deck: Dragons Collide,Common,Yu-Gi-Oh
Mausoleum of the Emperor,130096,SR03-EN026,Structure Deck: Machine Reactor,Field Spell,yugioh
Aroma Blend,536438,PHNI-EN068,Phantom Nightmare,Normal Spell,yugioh
Mausoleum of the Emperor,25443,POTD-EN047,Power of the Duelist,Normal Spell,yugioh
Spright Pixies,279951,POTE-EN005,Power of the Elements,Effect Monster,yugioh
Marshmallon,123503,LDK2-ENY20,Legendary Decks II,Effect Monster,yugioh
